review_profilename,user_encoded
Hockeyabe,3300
isaiahcutright,12477
Beertinez,888
sturner26,17417
BudWizeMan,1408
danronian,10361
thebierbrewery,17724
NegativeSpin,5194
Lucklys,4525
IPAIPA,3492
bravejoejoe,9235
kbkayla,13402
honkey,12171
molinator,14770
mshannon,14907
mrnobody,14885
g00dness,11577
kramerboy,13658
Jerdmier,3838
Omegabyte,5372
CascadeConan,1592
mkennedy119,14692
Drinkerofales,2360
Jeriba,3844
joeblackasnite,13017
MysticRuler,5117
BlueCat1,1114
IPA4LIFE,3489
passthatpurpyo,15568
SourHopHead,6632
Cadebro,1525
Boxus,1212
EbPhrygian,2472
DarrinRasberry,2094
DCDevilDancer,1950
cal82,9541
countrocula,10093
SLObeer,6201
runfoodrun,16451
Nerfherderhan,5198
WTBash,7583
Jessearellano,3866
jlapennas,12932
feedmechili,11372
humanawho,12272
GuitarmanST,3114
mattwjones,14280
vandenbochi,18257
jimithebeerguy,12872
brendanmoody,9248
robobor,16335
sudsellier,17429
WindUpBird,7702
SayYaToDaUP,6296
Eisen,2495
imasloth,12389
sloppysocks,17032
summerlightning,17446
joshuasamantha,13150
HeadwatersFinest,3230
joshk,13137
ChanChan,1642
curtiswvu,10227
SolsticeDreamer,6617
mfrogs,14471
NBake,5121
mf2004champ,14460
granite,11848
toomuchhops,17985
Attenuation,473
dlbrockmiller,10715
echoes,11066
pmkz,15830
greenjeff4141,11877
LittleWolf,4463
WayneSmith,7620
DualLines,2382
Challynger,1639
khagglund,13525
chronicbeerback,9876
chadmoe1,9734
shawnsmith1,16830
spitfire9703,17207
sgtpepper1,16794
Lockedin,4478
junjun1,13294
Wisconsuds,7716
shwillivanilli,16885
dancingbearpub,10322
jefe2,12748
Cpherg,1850
jsled,13233
JChristopher,3656
ChristianBlack,1727
DKter,1978
wryepicures,18598
jedschlueter,12745
unseenbyyou,18222
duchessedubourg,10969
FutureCowboy,2815
LiveOakMarket,4464
steveja57,17335
dirtbag43,10665
JalfPsu,3746
Sjburns17,6525
tribial,18047
nazbotica,15073
kuykendall,13709
mrsoul12,14894
bradley194,9214
jay52,12612
pugpresley,15961
jsimon816,13227
IanPaleAle,3513
cschwab,10187
welldogg,18441
cowace2,10095
dordorica,10809
profzoom,15916
alexwag,8078
Magery,4644
bigwern,8931
SamuraiJack,6274
Reaviate,5908
Dannyt,2072
birdbrawn,8962
kirkhorse,13564
Stagi,6698
mathias,14230
nwshull,15341
neddy191,15108
jswigart,13253
dutchbrew2,11001
cpr2of7,10109
ctdfalconer,10200
VelvetJones,7512
Wolfsdenbrew,7727
jester5120,12808
sailorastro,16526
zakyj,18762
Bombers4Benedict,1165
StoutCream,6774
tylerprince,18149
Jparker37,4017
Timmah11,7251
stricklandia,17404
dropout86,10912
LongsPeakAveBrew,4491
danman83,10345
baronofthebrew,8470
racerx,16021
Vec2267,7507
dannydetox,10354
KenOnBass,4167
BierWolff,964
LieutenantWort,4430
sjclay00,16946
ancientelixir,8159
daveGsus,10404
IowaHawkeyesFan,3596
TechTriumph,6983
Schlitzcooler,6306
pik5el,15763
dar,10368
paigertx,15533
alus,8117
samoblue,16546
GrowingEden,3095
Yaz8,7766
graham515,11843
Paymygasbill77,5541
kenoftheyear,13478
KenDawg19,4164
spike882,17203
lindenboy,13891
nige4958,15201
MountainBeagle,5005
yondermeister,18721
moose3285,14795
Sneekeren,6590
Audiohero,479
454onbeerss,82
mtalley999,14922
TheBrewViking,7056
sgoro,16790
rickyhansing,16237
shakeheap,16802
robinsmv,16329
MadBeerX,4627
jssheets,13246
spratmi,17222
Haightfulbrew,3160
Hands22,3174
Johnnyfacelift,3969
Whadawookie,7655
icecube,12339
Another6Pack,398
DeschutesNut,2180
Chinookie,1698
alee42,8049
Berecki,928
Vahur,7489
foamyhead,11472
jtslay,13276
CardinalBiggles,1580
cgarviereg,9721
dolem98,10772
bigred4343,8926
Irie,3598
ThirdCoast,7198
Commandogeraldo,1807
mkultra,14703
Dantheman4162,2077
worldsbeer,18583
claireoakhammer,9934
Fatheranderson,2663
JeremyK,3841
evilbeefchan,11276
Slim,6560
1759dallas,29
truthbrew,18075
skalogre,16953
K7M,4058
slept,17017
madeindade,14070
RayDeMundo,5884
Wutz,7746
elliottp,11163
dpool,10842
sketchpunx,16964
federalwine,11371
Hollister,3314
VTSMX,7483
Oahu,5331
dungaree,10987
BeerBard,736
jawstone,12609
BaerBeer,604
inbeertruth,12408
dand,10326
TheEmperor,7085
Noctilucus,5263
Bov,1207
queenboadicea,15997
schenked,16618
mrmiles,14881
Coolcheech,1821
nkurz129,15233
ynnpar,18716
LaPeste,4328
TheLastEngineer,7116
mclaughlindw4,14354
brouwer,9373
triptens,18053
OldPenguinHunter,5357
lownote,13990
BSLemoine,575
caseyf,9619
turdburglar,18106
ryandurka,16484
sogrady,17120
CReilly,1508
Falcon91Wolvrn03,2644
benfons,8772
quafster,15994
ORM1,5323
agent2550,7963
Rassputtin,5874
gdogalishus,11648
rugbyfan13,16438
jekemp,12770
Spiderhouse,6662
ntillemans,15323
guinnessdoc,11943
mep3222,14441
ILessThan3Brett,3480
cb462,9635
bluepiranha,9061
snogglethorpe,17103
ticklechicken,17851
neeld,15109
CameronTyl3r,1540
TheSicilian33,7157
raclark,16023
Filosoof,2689
JoBoTo,3910
tekk9,17641
ewpgolf2,11287
xq7a,18656
jhicks12,12844
DragYourBone,2332
bierfreundlich,8855
olafisberserker,15395
AleMonger69,295
Brittmb29,1348
6thomas3,106
nairb80,15040
lhedbor,13868
KAF,4061
KingHefey,4215
banker,8443
Sjokvistarn,6527
garthwaite,11614
YOOJ,7761
IceEyes,3516
Renfield,5953
TonyElOso,7298
scout19d3,16688
deathonthemounta,10522
shrek806,16876
kraven,13662
chezztone,9807
apaltrineri,8223
Beerme5,871
sensorglitch,16761
mtwentz,14940
dabudah,10283
jklinck,12920
masikon,14209
weizendoc,18439
DHirning,1962
ChEOSU,1629
deckyeti,10531
tuvok,18113
notdan,15288
Foddz,2748
brianallen,9335
Giovacchini,2948
NickH07,5229
BeerMane,793
Outchillen,5427
tedingr,17629
joeykratz,13051
redsox3g2,16146
towersfall,17994
RickB,5992
jmont1962,12979
redelephantdane,16134
LuckySkuff,4529
yosh,18723
lewwjr,13861
HaplessHero,3181
andreasmwatt,8164
TenHi,6999
brewjones,9296
blakereik,9023
bobgrave,9112
zooga,18809
emanon,11178
kb199,13398
ptm121,15949
Insomnicat,3584
johnnyblaze1979,13078
deafbrew,10512
Pecafaced,5549
TheStig,7164
dogchasecats,10760
willabys,18502
Big78CJ,976
alwolfen,8121
DanBob35,2042
dhartogs,10620
deskim,10583
audirs4s,8338
csbinva,10184
Montrose79,4979
BottleOfPills,1197
GreenThumb,3055
ChuckMartel,1733
planetscott,15805
MightyCow9,4879
pbnagel,15628
mj001jk,14645
ChrisPr,1719
dBmV,10276
Goatshaver,2974
dodgerrigo,10754
jsvt,13252
KlausKinski,4234
Mscarpen,5070
BierBliss,954
Mrmarmot,5065
Heritage02Rider,3254
PZuke,5474
BillSempf,1039
koolkat,13638
Rocko,6055
nmacsata,15237
Taera,6944
maddog13lb,14066
joelshults,13037
mrferranto,14865
Tundruth,7394
taverncast,17570
KentuckyBeerCat,4173
AdrianRP,245
satchmo91,16574
TheAdventurella,7033
McLaughlin5350,4795
pfrdaly,15693
PurpleCloud,5776
FightinScot,2684
oberscrc,15354
smerkinb,17064
shutupdoodah,16882
kilks,13539
randyw41,16058
TheStoutAholic,7165
yaegerje,18682
wahooman,18357
gabe1989,11581
Technik,6984
Vidav,7526
connoisseur,10050
eye2,11299
darthweef,10388
simskl,16915
HRCam,3147
DT7,2000
ChuckR343,1735
nicevillebeer,15165
DanielClouser,2058
JesusShoes,3871
Galathil,2866
Rupertlikesbeer,6128
harley101,12016
Working4Beer,7735
Theabyss,7181
thehooksman,17760
TheBeerAuthority,7041
XxBeerIsBestxX,7759
stout,17382
Cunningham26,1926
jonworth,13116
splat215,17211
Berutkowski,938
mikeracki,14572
mmedina210,14720
Kyle987,4297
PLANETBUSTERRAVE,5462
Madtowner,4638
francisfrisina,11505
AlsationBiere,339
ericmunley,11224
skibumdc,16967
danny88,10351
Blueye80,1124
Callaghan,1537
portajon,15880
TYE,6934
kaboose72,13356
SIRIUS1,6197
tab021,17528
thepegjet,17787
Bugsey,1423
malibujohnny,14109
hamrick1,11998
McWoods,4801
MasterNate2003,4735
Jersey,3852
TravelingBeerMug,7328
BladeRunner,1085
sopclod,17141
SLubben,6203
justincolts,13304
benbeerman,8767
sniperman3006,17102
Hofer,3303
Daytripper42,2134
asphaltbuffet,8299
wootenjones,18579
Danny1217,2067
esurreal,11253
superBman,17454
thefenst,17747
albertmdh,8037
pmatz2,15826
PiecesOfFlare,5631
BeerSnorkel,827
maulermithel,14287
mclanem,14353
GeoJ,2916
bitterdestroyer,8977
bmvla,9086
b33rb3lly,8388
DilleyGafph,2209
cleptosid,9962
Bael,603
redteg02,16148
Zoh,7823
letLoose,13849
tamedturtle,17545
DadOfMax,2018
demetrius,10561
camklein,9565
bronxlord,9364
thydarkprevails,17848
Punker,5773
Kyanite,4296
WallyBoag,7598
Tearik,6981
SchmoTerp,6314
tenaciousp65,17649
OronoChris,5407
MikeEveleigh,4891
NilsFrisk,5243
DV8HARD,2005
StonedRugger,6763
jenitivecase,12777
Gamemako,2873
BeerShirts,824
RealityDeviant,5903
jmkoscie,12976
Hampton73,3171
seagis,16722
jpwild240,13185
heinekenike,12072
Jazzfan333,3805
PainkeepBrewing,5485
ThirdGen,7199
GoBrewOrGoHome,2968
sb3000,16587
vikingmike,18300
jimnolimit,12882
hbh739,12043
schloozer10,16626
tfinn,17674
Sprows,6677
Ryggwelted,6162
imperialstout27,12397
THEMGG,6892
superman7979,17463
toddsschneider,17957
zbs,18775
AlexF,309
oqnid,15462
cfrancis,9718
SepticShrimp,6388
Mamerong,4679
nickdago,15174
ascrivens,8292
Richter35,5989
Doshkin,2294
mheide,14491
apowar,8231
Genry,2913
Clubchat,1780
jbramley,12664
terryeckmeier,17660
Argonaught,431
steven9000,17337
Sushi,6848
bdjacoby,8535
LaSalle,4329
manchester81,14127
mattarnold,14239
SgtStout,6404
nopucophop,15265
ultrastiledivita,18189
MHellin,4578
Kuemmelbrau,4284
verklemt,18280
chunkylover53,9890
maddmaxstar,14065
Seru1,6391
Rmason104,6025
SuperSnake,6830
strangemusic,17395
Sabre,6235
Kloug,4238
franktheman,11514
Treborofmoria,7332
sccala,16610
peterthepiper,15684
sirbelchalot,16924
Beertool,889
Caudalie,1607
Eastman2009,2469
guezarka,11937
hannydawg,12003
Fux,2816
razorsdescent,16095
morningthief,14814
flavoursaviour,11444
jrbuch,13192
SGplayer84,6194
Ssomnoremac,6687
jbeatty,12647
mrand01,14848
FatJesus,2657
Josephkeene,4000
nppeders,15304
boMD,9097
jpbebeau,13165
bludtek,9053
blakkheim,9025
alexm3728,8072
matt7215,14236
FiguredMaple,2686
Paul2505,5528
themango,17776
marshallyyz,14189
HomelessShoes,3328
TheDrunkMonk,7080
Seanont,6365
NV9,5148
edwardhopper,11106
ghettobrown,11709
drmckool,10905
Tudval,7387
ToneControl,7293
deathbysuplex,10518
obphoney,15357
dotlikeimpact,10814
jfunkk79,12823
nkruback,15232
Nermal,5199
sidd,16892
3leggeddub,75
Benway,926
talkingpoints,17541
jastack,12600
osusullins,15497
deathdealer666,10521
Rors,6090
darkbegbie,10371
GoreStorm,3008
dabears,10280
solinvictus,17126
melitameister,14421
aleyeast,8079
checkfeet,9780
wccrowley,18412
oldgrowth,15399
hbis2gut,12044
drinksyrup,10898
Kelton,4158
Muddybuddy,5085
BrainDad,1226
lukester,14011
katelovesbeer,13388
coastiefish,10007
HopEnforcer,3351
Anthony88,403
digitalczech,10646
klk,13596
DPFRD,1990
Seahawk480,6353
bigbeeersrule,8871
dbraz45,10468
darleys,10383
tinyhobo,17891
Redfoot19,5928
mmciz,14719
dastrn,10395
PhreeStyle,5624
hoped,12185
reasoncreated,16123
uwpman,18243
variousartists,18262
UncleAddie,7452
archaeofreak,8250
cyberbmcd,10250
faroutadventure,11333
onid678,15446
Washburne,7613
kpduke02,13650
smellybeer,17063
yeastbite,18697
ayellayen,8381
CaptainPascoe,1572
TheBeerDetective,7044
maniac,14133
ashleyshalyn,8295
Stew41,6748
gangrel7,11600
davidfoley,10427
greygooose,11897
Stavage,6712
skee1080,16958
zook74,18810
davidjbperry,10428
sewald,16780
Foaf,2745
dingo,10656
Btrue121,1389
LiamAhearn,4423
keitho,13450
Daniell,2061
JoshJ,4004
BKZer0,556
introvertedone,12439
kenlovesbeer,13471
Raligitano,5849
itch135,12494
otakuden,15498
chiapete,9808
skipabeat,16972
ajduffy,7998
TNKEMIST,6915
cashbyjohnnycash,9622
lilwineman,13889
mightymalt,14537
warmdog,18386
dannyvee,10356
ALEBOY,170
mandolinhomebrew,14130
kylers,13728
289extrajoss,48
TheKelsey,7110
Ior,3595
TripperDaniel,7357
Sixtyeight,6524
kpwill07,13654
davidshamoon,10431
absolutbc2001,7880
BeerGuyFW25,776
milesmayhem,14590
ushikins,18231
bewley,8821
fastfwd,11341
massshortage,14213
PABSTPUSHER,5438
pradipta,15899
jpBeerGuy,13161
pettis,15689
optikon44,15455
kentawan,13483
MarsMoose,4720
DoesntMatter46,2253
pijiu,15762
Aquavit,415
phillipzayas,15727
Mr3dPHD,5012
vandeg,18255
thebadman,17717
jerryj,12795
Invincible,3592
avuros,8361
mimicic,14601
SudNut,6814
Healfdene,3231
MonsoonSeason,4976
jeshii,12802
Tastybeer007,6969
gauchebag,11627
AmherstPhantom,356
mcbiydw2,14335
jongillin,13108
duckdown,10970
Debrojo,2149
pdrizzle,15641
rgrace99,16204
sirk0rebreg,16929
BeerMaster,798
brewymcgee,9328
delboy1203,10550
leastsquares,13812
sms,17084
Danjamin,2064
MetroOhio,4848
RobertMichael,6043
juicy1484,13283
HopsKeepDroppin,3419
Riptides,6014
PoisonedMushroom,5681
billysj,8952
pokeyrule,15849
thoover,17835
ifnkovhg,12359
imperium11,12398
Stengah,6727
BassPlayer82,668
Harley1,3191
Larrytown,4362
TheGrunt,7097
lordsellers04,13968
altgeeky1,8115
donchata,10782
Rehtakul,5942
uberbrau,18161
cmeyer45,9989
Newglarusguy,5210
Jaguar,3740
AaronMcDonald,197
SchaefMan,6301
aychbomb,8380
JRMluvsbeer,3703
thebob,17725
pohlman4,15845
mrfusty,14869
d2thom,10274
Belgianlover,907
ceaser,9693
angusdegraosta,8196
essanceofcool,11250
SanDog,6277
robnews,16334
ninaturner,15213
Spooty,6674
ekmoody,11139
chcmiller,9776
jayjay1976,12620
WhatsNewinBooze,7657
halfhorsefilms,11990
jpweisel,13184
toolmangonnabe,17983
Crom,1891
Brysky,1385
klotzilla,13598
muskiecf,14975
Brideshead,1343
grizzly700,11905
OverToad,5430
Browning,1362
ironchefchris,12471
brewyou2,9329
mastelma,14215
Eagles1331,2464
77suburban,112
Bouncingsoul1682,1201
kry1027,13677
lampkins,13753
littlebibs,13913
aidanskinner,7983
jaeger,12533
Ziro,7821
clamper1069,9936
losdizzel,13970
johnnygolden,13081
xqed,18657
Mmmaibock,4955
stoepsel,17363
bac37,8397
TKempe,6908
DrunkenPanther,2376
Bungle2,1432
Vashtar,7502
Tford,7022
sammytag,16545
sasky7777,16572
pnkHoody,15838
psujesus,15936
powerpop,15894
CObeerdrinker,1504
beersands,8718
loveingminor,13979
RSRIZZO,5828
littleg,13914
mgmvh,14481
falconmatt,11322
Willlong8,7698
knm,13618
drjay44,10901
luvsMeaBock,14027
MuchoCerveza,5077
CptnJack,1856
jmarc559,12956
sid606licious,16890
Natainos,5171
L337ish,4303
nastley3,15055
mjr955201,14671
MudDauber,5080
battman89,8496
dedrick,10535
AlfaMale,320
feedsasquatch,11373
waltertrush,18374
Dangus,2057
oscplayr25,15490
ctmaiden,10205
Engineerrock,2543
Mickrowbrue,4872
bentrider1957,8792
MorningDove,4997
motorcyclemike63,14823
alepsycho,8058
FLYINGSCOOTER,2631
apratsunrthd,8235
adammets,7911
bigolbeerbelly,8920
orlandomag,15483
UncleRicoII,7460
cutlaz,10230
Omniscia,5374
MopedFreak,4988
mave,14290
Scribbles,6347
TheAleMan,7035
bowz32,9192
gwpom,11971
Drinksinthebarn,2366
DaveBeers,2106
rugbycritic,16437
mello,14423
lou50rp,13976
7beerphil,115
dlp1010,10719
d1dane,10272
pharmer,15702
JustinJTisdale,4046
knofac,13619
jabel9,12516
Boohausen,1175
doctchad,10750
coronac23,10077
Cheech22,1671
Kerrin85,4177
stanZ,17268
timtwoface,17885
Skotrat,6546
barrettds,8474
InDreams,3564
Sayson,6297
IrishBeerMan,3601
drunkskunk,10940
Excalibur33,2603
WolfmanK,7725
JimFalzone,3882
chris19571978,9848
papaglide,15550
soup35,17157
robkeely,16330
mHabes,14043
buzzgreg,9501
Ptelea,5761
meister23,14417
TrouserSneeze,7368
telecaster54,17644
RheinSchaefer85,5975
startreker,17282
LWG1970,4324
TucsonTom,7386
ShaneBertou,6418
Shredz,6458
McD0uche,4786
dostom,10813
RA1NMAN1205,5801
dangerpint,10330
zach8270,18751
OHJoel,5314
bigelguapo,8893
david23,10420
HankNew,3177
LinusStick,4449
uglyblonde,18181
Lawl3ss,4368
tehzachatak,17640
rooftopbrewing,16380
LiverDonor,4467
harryhood1,12023
capaneus,9578
GreyMorel,3076
pitweasel,15787
Deutschmann,2186
danrodrigue,10360
VolcomBrewer,7549
sonomafbi,17139
kifn2,13537
Teeter,6990
combatswimmer,10041
dupee14,10991
Strand,6792
PFCblue,5456
haningj2,12002
nfr5069,15149
beerandwaffles,8598
jbull,12675
RedneckChemist,5930
pjblurton,15792
hockeyblades,12136
donatebeerhere,10781
StoutyMcHaggis,6789
Limberg316,4441
santafr0g,16559
Diablo7,2196
TheSMUSpaz,7151
nofalltoofar,15253
TacoSaladin,6940
bluegrass,9056
bythebeerofnight,9524
devilduckie,10590
ZeroToLove,7815
Means0451,4812
DFN,1958
acarroll413,7884
GreenJetta912,3052
alabencki,8025
Weingeliebter,7634
aslanskeep76,8296
drinkirish,10891
HoundDog,3441
Euroman,2587
kueric,13695
jetpilots1,12811
hopsyum,12232
MacEnvy,4619
Tunafever73,7393
bfitzlaw,8826
mterrence5,14928
pphunkdelux,15897
DMcPhee33,1985
bierbirrabeer,8849
Tsuriman,7378
OneBrewru,5380
Scorpious,6332
Wolfpack2005,7726
Frasier433,2780
GoodBeerTire,3003
KWally,4097
ThickNStout,7193
jas30060,12588
AlCzerik,278
dolemite77,10773
TerjUGA,7007
JavelinPride,3781
Schwarzwald,6325
qcitydarkstar,15987
resirob,16184
NWFLyer,5150
beerislove,8669
Vipsanius,7539
PatLarsen,5516
OMGTheyKilkenny,5318
ddtprm,10502
vicanncam,18290
jimixr,12874
moreplease,14811
chrischandler71,9851
blittle,9040
holco34,12150
PanicUnited,5497
dwarvenspirits,11015
LewBrew,4418
mpulfer89,14845
evantwomey,11272
ProfessorCJ,5744
maleman,14107
philmont,15731
HeeNalu,3239
MayLattimore,4775
houstoncarl,12250
Garzan72,2888
Bobdope,1145
llitsua,13929
JerseyToughGuys,3858
supascape,17453
BRoberts914,570
binnysbrat,8959
bljebd,9043
RoboScreech,6048
Petrislav,5581
Hiphop1,3288
professordoktor,15914
thektg,17772
MeadGuyfromMD,4808
felipesegundo,11378
rkrisstewart,16283
MetlGuy,4847
schofunk,16630
watercandy,18397
ggibson793,11700
HaroldStarr86,3197
CSquared,1516
jbm5,12656
wmaldridge,18551
ender10,11193
Fulkrum78,2807
jimsimply,12885
seniorcleaver,16758
foxmouse23,11499
bklyn1rr,8993
Jeffro96,3832
cliffhagner407,9967
jourdanUGA,13154
gabeerfanswife,11585
austinhensley,8350
bpwatl,9207
oconman,15367
fsunole,11549
spiffylubes,17200
MichaelMeister,4861
craftbrewer,10124
eggodoom,11116
Drazilnc,2337
gomejar,11795
Otsaika,5421
ROLL,5823
UFGUY2122,7425
tharper,17692
GrizzlyBrew,3092
Chello,1678
bradcochran,9209
UncleBubba,7454
jneely,12995
HerrFaust,3261
Will46andbrew,7687
fluffyjenn,11454
mattdev,14249
ComradeCanadia,1810
deeplennon,10540
rkarhnak,16277
punkindrublic50,15965
chrisbaugh,9850
eheff,11121
Shuppiluliumas,6466
laminado,13752
rockyfire,16347
acehart1,7889
GreatLeo,3046
jde123,12713
kerklein2,13488
paulie,15597
skotster13,16979
HopDevil,3348
Lafe,4337
Mangus,4690
bobinverted,9116
anell213,8186
calebroberts811,9544
Deadheadbill,2141
77ships,111
pjcors,15793
bventure,9506
Jono0284,3986
danielofthedale,10336
mallthus,14111
DioS,2211
Agent1,255
BrutalSusan,1377
Airedoggie,273
MYSTIKPIZZA,4614
floraday,11451
Hawthorne,3219
np0x,15301
SPThirtyThree,6214
jmshipe,12987
RuinationPress,6117
robertjbell,16322
astout,8304
nicholasdes,15167
21mmer,43
gsanstra,11925
Bcaulin,684
phirleh,15737
EmeraldMyung,2528
funkifiedus,11560
spithrash,17208
FlikkerDans,2725
Azumel,507
onecrazybreeze,15432
Wench,7643
Meeg,4819
tibers,17849
beerznmoon,8741
Zeckster,7807
JEFFRIBEGGIN,3664
smudgewhat,17086
Skidud313,6537
Quimosabe,5796
insaneshow,12432
BubbaSteve,1391
strichte,17403
scojo,16653
duncan9idaho,10986
chipper,9839
Daav,2014
hummni,12274
npggefvert,15302
jbart,12642
drinknewbelgium,10893
GreenTara,3054
donotknowme,10791
stangelj,17271
pseudojamesdean,15929
divination3,10681
beerluva,8685
mikestan06,14579
bonemuse07,9150
2wheeledpirate,63
rmessick,16306
Sharkophile,6427
MojoTwo,4962
mlhall55,14709
HoppySeconds27,3409
BlitzShadow,1103
maybrick,14299
nbbd,15075
trf32,18046
aahynick,7843
postalroger,15887
hopmonkey,12208
Bergenboy1981,930
Harry72,3200
theycallmedoc,17812
Tombomb,7287
acdcfan99,7887
fav920,11360
ETF5000,2457
torchedpunk,17988
techcommdood,17623
CloudStrife,1778
steamingheap,17293
484dan,83
Sporkus,6675
middarobusto,14528
robertp1024,16325
eveninghawk,11273
jerseyemt,12798
tetsuoni,17663
beer272,8588
cartagena,9612
BanditBrewingCo,620
chefmonty,9793
tkepx182,17921
Cmuska902,1785
roar1345,16315
Bradvarg,1223
jrodvog148,13206
maximumsheehan,14294
sliv,17024
XmotormanX,7756
jman42,12954
drjim34,10902
BurpingtonDC,1443
Timtac,7253
Beerparrot,879
fuchsoj,11552
beerquestman,8713
dretceterini,10869
forsport,11486
westsidemiller,18455
mashmstr2,14208
tubaguy,18092
OoompaLoompa,5392
Elrod23,2526
agirlandherpen,7965
cbonham,9656
KJay1408,4086
YippiesRhinos,7775
masterkush,14220
ERASE21,2452
HopsRunner,3421
kjritt,13580
RuckusDu,6109
znarf,18804
denver10,10570
Gyges,3133
a74gent,7840
sberman77,16593
JAMESN8OR,3631
sterstar1,17325
BrewmasterNPB,1297
briancroz12,9337
lecherous,13813
ChairmanMeow,1638
johnnysky16,13085
TheLVBeerGuy,7115
theo692,17781
leeswagerty,13823
IKHOURY,3476
dantheman13,10366
rbhockeyfan,16100
mhaws000,14489
noeldundas,15252
McClungbrew2,4783
Godspeed,2981
greatyg,11867
wolfsleepy,18568
MisterTiat,4943
keenberg87,13438
mrmcco02,14880
calinative68,9547
mk3,14689
Autoeros,488
mavesba,14291
burtn,9486
heavy216,12060
PTB25,5472
CanaanBob,1546
stormstarter28,17380
jazzmanblue,12634
IPAHound,3491
Jaxxon61,3784
biglickbrewer,8912
Sticket,6750
SeanRCole,6360
poetaster,15844
beerlassie,8680
fbinla,11362
HiAIPA,3272
HopDawg,3346
spazaru,17183
coastie04,10006
paulman86,15601
cbanker,9638
Wespatrick,7646
Boonedoggle,1179
mikehblack,14558
thedon10,17742
eurekashane,11264
hopjuicer,12202
snikki,17099
LazerViking1,4371
uclajd,18171
purpletape,15970
speakorspasm,17188
bpelowski,9202
Goregazm,3010
Meandmymonkey,4811
kinnaird,13561
terrapinchris,17657
HopJr,3375
kkrez,13587
Dmart1223,2233
jemboston,12774
chefscott79,9795
HoppySuds,3410
lm0406910,13933
Brooks44,1356
JamesMcPolin,3748
HeckYeah,3238
socaldesert2007,17109
mykie73,15011
seanthornton152,16733
brewone,9310
sirsucksalot,16933
DukeMeister,2401
ActonBrewer,224
GoldenJet,2990
peteinSD,15676
Enish266,2546
Haslips,3201
stoner420,17372
sml505,17080
Srsly,6686
apollo11,8230
Sebowski,6375
freddiesnow,11518
chelovek,9797
saxomophone,16583
byaeger,9519
BeerFarter,769
bigelo1016,8894
rchristensen,16107
TheCrowsNest,7067
rickalessi,16227
sandiego67,16554
Sgorzynski,6403
Gambac,2870
KMDouds,4089
jggibbs,12829
MILECO,4580
CharcuterIAN,1649
kbrady9,13406
OTB,5329
LBBeer,4307
MCorrea,4570
plarson,15806
rstone57,16422
SDHoffers,6182
KJGAGNE,4083
Seakyden,6355
sdawson,16711
eyeheartIPA,11303
karlbronson,13375
GoApps,2967
Gorefiendus,3009
anacrime,8154
Point,5678
JordanChabot,3992
rydar,16498
Crafted,1865
jkane101,12909
undusclosed,18210
Vansmack,7500
IgotsHops,3535
BOLTZ7555,566
LaneMeyer,4356
deathcharms,10520
e11a627,11037
iD9,12302
Machinehead,4624
xmahns,18647
pattermj,15589
Joeynocturnum,3937
imintune2,12392
Troegman,7361
nyrangerfan,15349
